gene,Patient_AKI7,Patient_AKI1,Patient_AKI2,Patient_AKI3,Patient_AKI4,Patient_AKI5,Patient_AKI11,Patient_AKI12,Patient_AKI6,Patient_AKI9,Patient_AKI10,Patient_AKI8,Patient_AKI13,Patient_AKI14,Patient_AKI15,Patient_AKI16,Patient_AKI17,Patient_AKI18,Patient_AKI19,Patient_AKI20,Patient_AKI21,Patient_AKI22,Patient_AKI23,Patient_AKI24,Patient_AKI25,Patient_AKI26,Patient_AKI27,Patient_AKI28,Patient_AKI29,Patient_AKI30,Patient_AKI31,Patient_AKI32,Patient_AKI33,Patient_AKI34,Patient_AKI35,Patient_AKI36,Patient_AKI37,Patient_AKI38,Patient_AKI39
IGFN1,424.75,181.9375,67.9375,159.1875,149.8333333,130.2916667,23099.91667,397.0833333,66.20833333,157.6666667,60.1875,89.10416667,305.75,846.4583333,113.3541667,1046.770833,230.6458333,589.8125,158.3125,3184.979167,1514.958333,1360.520833,2541.645833,54.91666667,126.7708333,2411.354167,1209.020833,2226.895833,9691.770833,1935.645833,712.9583333,1254.208333,2992.4375,295.2083333,1282.416667,1552.645833,2167.270833,454.2083333,1606.25
IMPG1,106.8541667,10.41666667,0,1.4375,23.47916667,0,0,0,1.895833333,2.166666667,2.25,5.25,0,0,0,0,0,66.54166667,19.0625,59.45833333,99.1875,100.7291667,0,0,33.52083333,47.375,98.22916667,14.39583333,168.0416667,48.85416667,76.58333333,9.104166667,0,0,7.0625,92.8125,39.16666667,4.541666667,6.3125
FAM86B1,1.229166667,0,0,2.791666667,47.85416667,68.125,20.10416667,4.479166667,11.75,2.583333333,9.3125,1.145833333,0,0,0,0,0,0,46.64583333,0,3.25,0,223.3541667,11.54166667,0,72.70833333,0,0,0,0,0,0,0,0,0,0,9.770833333,8.4375,32.47916667
SLC27A1,942.7708333,159.25,219.4166667,192.4375,163.6041667,184.7916667,351.1666667,158.6666667,240,184.9375,145.3125,217.375,305.75,161.7291667,0,283.0625,960.4166667,446.7291667,46.64583333,5.145833333,74.97916667,432.5208333,0,251.2291667,328.7708333,132.9375,87.39583333,29.0625,49.25,70.375,893.5833333,9.104166667,75.625,0,229.5625,74.875,252.0625,299.2291667,8.416666667
PTGES2,334.3125,146.1458333,249.5833333,176.8958333,275.1041667,206.0625,385.2083333,260.0208333,359.7916667,221.0416667,213.3541667,207.75,491.5208333,114.6458333,0,59.91666667,297.1875,177.1875,139,59.45833333,108.4791667,6.5625,624.6041667,325.0625,339.875,260.7916667,268.1041667,262.8333333,974.8541667,92.47916667,132.1458333,126.9791667,128.6041667,224.7291667,483.0208333,776.2916667,289.8125,160.875,104.6666667
RGS10,177.3333333,89.79166667,0,104,24.89583333,243.625,63.20833333,80.35416667,89.70833333,85.89583333,78.0625,193.0833333,50.41666667,97.04166667,705.9375,0,0,0,14.08333333,0,17.875,50.3125,0,31.70833333,24.375,0,8.520833333,29.0625,0,13.29166667,190.5,35.70833333,23.5625,140.2916667,2.75,0,79.02083333,251.8333333,116.9791667
S100A16,177.3333333,109.3333333,365.1875,92.0625,122.375,595.625,69.91666667,159.8541667,218.75,157.6666667,159.6875,150.0625,50.41666667,65.54166667,199.3541667,275,276.6666667,8.625,6.625,11.08333333,108.4791667,89.95833333,1475.958333,109.9791667,138.6666667,3.125,0,105,32.8125,24.04166667,0,0,0,0,448.6875,40.58333333,305.75,109.9375,197.2083333
ZNF143,104.1875,188,172.7083333,129.8125,117.1666667,279.0416667,226.5,137.6458333,124.4166667,119.5208333,149.9375,117.9791667,96.6875,0,0,178.25,0,19.0625,139,348.2708333,432.7708333,187.3958333,1101,181.8125,283.6458333,116.2708333,145.1458333,0,49.25,142.4166667,0,134.7916667,0,0,28.33333333,40.58333333,232.75,408.0416667,183.5625
CD3D,45.6875,6.854166667,0,3.833333333,0,23.41666667,7.5625,7.770833333,10.04166667,9.75,0.833333333,86.20833333,0,0,0,0,0,0,0,30.66666667,82.3125,50.3125,0,23.6875,161.7708333,12.95833333,87.39583333,0,0,6.125,0,20.83333333,0,0,2.75,0,27.27083333,63.02083333,8.416666667
RYR3,302.5208333,157.375,64.83333333,183.7291667,264.6041667,86.79166667,2771.041667,72.25,83.52083333,433.0833333,128.4375,276.8958333,425.1458333,1469.9375,759.9583333,319.5416667,1189.645833,446.7291667,366.5833333,2047.875,1592,1714.645833,1502.041667,77.8125,511.4166667,2371.395833,2010.541667,2315.833333,3854.145833,2052.229167,733.8541667,706.4583333,205.0416667,295.2083333,664.5416667,569.5625,1637.208333,628.8541667,1966.229167
NR2C2AP,8.1875,0,16.47916667,11.52083333,17.6875,43.52083333,23.85416667,26,23.60416667,13.64583333,20.52083333,34.20833333,39.10416667,194.125,0,0,0,49.35416667,14.08333333,0,32.75,8.791666667,0,40.1875,3.6875,3.125,0,0,0,18.16666667,76.58333333,30.20833333,0,0,7.0625,0,29.79166667,0,1.520833333
KCNJ12,151.9791667,46.9375,79.70833333,54.375,19.85416667,63.14583333,721.6458333,23.4375,31.0625,30.20833333,19.4375,15.91666667,0,0,271.3333333,207.8958333,0,19.0625,63.5,30.66666667,32.75,68.64583333,139.2916667,89.08333333,90.1875,36.64583333,229.4166667,0,159.6041667,39.95833333,0,191.0833333,205.0416667,261.75,14.8125,0,79.02083333,4.541666667,129.6458333
NCF1C,151.9791667,28.91666667,0,2.791666667,10.6875,18.77083333,5.583333333,16.33333333,27,4.895833333,5.083333333,12.8125,0,0,0,0,0,0,6.625,111.5833333,2.354166667,15.85416667,0,7.270833333,33.52083333,0,0,0,0,0,0,6.020833333,128.6041667,0,14.8125,0,24.20833333,4.541666667,116.9791667
NKIRAS1,53.47916667,150.8333333,136.0208333,60.3125,127.2083333,98.41666667,438.8541667,105.0833333,135.8125,83.02083333,69.52083333,86.20833333,85.4375,0,0,113.125,1148.895833,19.0625,80.95833333,5.145833333,8.895833333,26.625,0,61.04166667,10.875,132.9375,3.0625,0,176.4583333,486.9583333,0,0,308.5208333,0,149.5416667,210.0416667,153.5625,35,8.416666667
LRRC20,138.8958333,41,0,37.1875,68.27083333,67.02083333,1366.395833,20.95833333,47.64583333,30.875,31.25,51.5625,15.125,0,261.5,145.5416667,0,196.1041667,19.0625,30.66666667,53.08333333,89.95833333,0,26.60416667,0,770.7083333,98.22916667,14.39583333,0,142.4166667,12.02083333,377.1458333,0,0,95.60416667,74.875,55.64583333,35,455.2916667
GPR84,0.8125,10.41666667,0,3.833333333,0,42.39583333,0,3.458333333,0,1.791666667,3.604166667,1.854166667,0,0,0,0,0,49.35416667,9.979166667,0,27.125,0,0,0,43.52083333,0,0,105,0,18.16666667,0,0,0,0,37.04166667,40.58333333,6.25,0,2.416666667
CPNE4,39.25,109.3333333,18.875,7.0625,0,9.958333333,0,2.375,15.5,2.166666667,11.33333333,7.229166667,0,0,85.72916667,49.5,0,19.0625,0,209.0416667,8.895833333,42.10416667,0,0,6.666666667,12.95833333,109.8125,0,74.3125,24.04166667,0,191.0833333,0,423,122.125,450.9583333,24.20833333,0,50.25
TOP3B,240.8333333,146.1458333,229.6666667,153.3125,246.8125,184.7916667,161.375,239.8541667,170.3333333,200.1875,169.4375,216.5416667,316.4583333,65.54166667,339.9583333,121.8125,0,85.02083333,237.5833333,76.6875,364.4166667,42.10416667,406.7708333,355.9583333,273.9583333,394.25,218.125,169.7708333,23.9375,81.02083333,161.9583333,118.875,205.0416667,601.1041667,547.5833333,251.7708333,157.1666667,613.9375,170.0625
NT5C1A,43.58333333,16.3125,0,4.854166667,10.6875,0,908.1875,28.20833333,51.3125,5.208333333,2.25,28.58333333,15.125,0,156.5833333,503.8541667,423.1875,0,3.8125,375.7083333,1.604166667,0,0,11.54166667,66.14583333,8.458333333,8.520833333,14.39583333,57.64583333,48.85416667,0,6.020833333,0,0,2.75,0,18.97916667,47.72916667,0.666666667
GALNT8,96.54166667,53.72916667,21.41666667,5.354166667,0,0,34.35416667,13.75,12.72916667,11.41666667,21.72916667,5.854166667,0,0,0,108.6041667,0,0,19.0625,0,17.875,78.70833333,0,0,10.875,36.64583333,121.2708333,84.35416667,278.3958333,883.9166667,102.5,158.2083333,256.1458333,0,14.8125,57.04166667,11.89583333,4.541666667,15.47916667
TRIM5,243.25,196.8125,298.1041667,331.25,241.5625,260.9583333,89.625,274.5416667,284,259.2708333,200.6666667,273.9583333,210.2291667,161.7291667,59.16666667,253.4791667,276.6666667,468.0625,99.25,111.5833333,45.33333333,263.9375,406.7708333,343.8541667,90.1875,150.9791667,206.375,805.375,0,0,285.2916667,470.6458333,682.9166667,183.7291667,95.60416667,230.6041667,299.1458333,143.7916667,357.7291667
PGM5P2,21.4375,185.9375,85.6875,125.4375,18.77083333,97.35416667,158.5,61.25,73.72916667,82.5,45.1875,40.72916667,15.125,106.4583333,41.29166667,59.91666667,0,66.54166667,3.8125,5.145833333,125.125,8.791666667,0,279.8333333,66.14583333,12.95833333,98.22916667,169.7708333,14.20833333,182.1666667,0,0,179.0625,183.7291667,229.5625,40.58333333,65.64583333,47.72916667,6.3125
LOC101928034,3.520833333,0,51.33333333,17.72916667,0,41.35416667,74.20833333,12.58333333,4.083333333,9.375,3.604166667,18.8125,39.10416667,0,0,0,0,19.0625,0,19.47916667,1.604166667,4.8125,0,0,16.89583333,8.458333333,155.9583333,46.22916667,0,195.7291667,35.0625,165.9791667,23.5625,0,0,0,3.375,23.52083333,4.645833333
NAA60,403.7916667,146.1458333,244.2291667,228.625,322.6875,125.4791667,229.4166667,176.4166667,234.25,258.8541667,200.6666667,241.8333333,176.8958333,420.1041667,52.22916667,67.60416667,780.375,546.8333333,355.375,76.6875,336.5208333,478.9166667,0,248.1666667,219.5833333,394.25,109.8125,425.375,74.3125,81.02083333,35.0625,174.0833333,102.2916667,261.75,7.0625,230.6041667,341.2291667,315.8125,170.0625
TRAPPC12,533.7083333,360.4583333,300.1666667,243.9791667,133.2083333,292.2083333,499.625,596.3958333,506.6041667,515.3541667,519.1875,515.2083333,403.5,911.7083333,174.7916667,250.625,0,159.0208333,237.5833333,296.4791667,889.2083333,478.9166667,449.8541667,826.2708333,395.0208333,301.7916667,133.6458333,126.0625,14.20833333,1349.583333,132.1458333,531.5833333,308.5208333,140.2916667,858.75,274.2083333,888.8541667,332.0416667,282.7916667
CACNA1E,388.6041667,6.854166667,30.0625,108.1458333,263.6458333,101.6458333,22.47916667,44.20833333,45.70833333,18.14583333,79.47916667,38.79166667,252.9583333,251.1458333,759.9583333,135.0625,297.1875,511.9375,139,251.4791667,715.9166667,1189.645833,248.0208333,34.6875,273.9583333,471.3958333,1804.270833,805.375,454.8541667,803.3958333,220.6875,199.9791667,128.6041667,140.2916667,448.6875,897.75,75.5,35,1274.395833
AGAP5,15.66666667,28.91666667,131.3333333,17.72916667,101.9375,21.1875,109.7083333,100.125,70.22916667,82.5,62.39583333,47.25,85.4375,65.54166667,72.75,0,0,8.625,55.20833333,0,8.895833333,199,0,112.875,77.75,222.9375,3.0625,0,97.97916667,3.75,0,103.2916667,230.9791667,0,0,12.52083333,86.4375,4.541666667,8.416666667
CYP27B1,32.79166667,14.83333333,40.54166667,18.89583333,108.7083333,16.22916667,7.5625,23.4375,20.89583333,12.91666667,12.9375,3.041666667,27.39583333,0,228.8125,0,0,0,3.8125,30.66666667,0,1.354166667,58.91666667,7.270833333,43.52083333,8.458333333,6.1875,148.875,57.64583333,535.2291667,76.58333333,264.6041667,179.0625,0,109.0625,57.04166667,6.25,0,6.3125
ANAPC1,196.2916667,153.3541667,289.7291667,272.0833333,239.8125,439.8333333,410.0416667,212.5208333,220.9166667,231.6041667,352.2708333,222.125,293.8333333,247.2083333,339.9583333,0,0,33.5,108.625,30.66666667,259.8958333,100.7291667,169.5416667,212.5208333,16.89583333,446.1666667,14.85416667,2226.895833,49.25,224.0625,12.02083333,334.5625,205.0416667,1164.479167,69.45833333,170.6458333,319.3541667,143.7916667,6.3125
ACTR6,7.5,71.64583333,100.4375,81.41666667,117.1666667,63.14583333,118.2291667,73.4375,56.1875,44.97916667,91.29166667,28.58333333,27.39583333,0,652.6875,49.5,0,19.0625,19.0625,5.145833333,82.3125,42.10416667,574.4375,11.54166667,43.52083333,0,31.85416667,0,57.64583333,6.125,22.375,0,0,0,20.79166667,40.58333333,14.27083333,23.52083333,8.416666667
AP3S1,120.1666667,73.8125,133.7916667,69.0625,162.5,87.79166667,174.1041667,62.39583333,51.3125,101.5,113.0208333,102.3958333,153.9583333,88.85416667,194.9375,970.0833333,0,0,237.5833333,11.08333333,125.125,78.70833333,58.91666667,16.27083333,33.52083333,8.458333333,66.77083333,0,323.6875,0,22.375,0,75.625,0,14.8125,251.7708333,96.27083333,0,11.47916667
CXorf36,886.6875,360.4583333,315.6041667,218.7916667,143.2083333,46.91666667,297.125,68.1875,47.64583333,158.4375,282.6666667,241.8333333,316.4583333,1199.145833,759.9583333,59.91666667,0,196.1041667,19.0625,458.4166667,108.4791667,89.95833333,58.91666667,160.125,43.52083333,446.1666667,155.9583333,285.5833333,0,142.4166667,0,81.52083333,23.5625,0,10.35416667,341.6666667,312.6458333,222.5625,296.6041667
LOC101929486,3.083333333,0,0,2.791666667,0,11.83333333,7.5625,0,5.6875,2.166666667,7.8125,4.0625,0,0,0,0,0,8.625,3.8125,348.2708333,0.854166667,68.64583333,0,11.54166667,0,100.7083333,39.47916667,0,0,235.5833333,22.375,111.4166667,0,0,136.0208333,0,0,4.541666667,20.16666667
ZNF438,221.6458333,134.3541667,115.6666667,116.4791667,124.5625,51.6875,357.875,120.1458333,122.5416667,133.9583333,179.8125,154,50.41666667,511.75,52.22916667,121.8125,183.25,121.4166667,695.5208333,148.3333333,6.916666667,124.2083333,0,133.9583333,172.875,5.375,740.3333333,0,223.3125,48.85416667,0,275.3958333,48.58333333,261.75,7.0625,341.6666667,153.5625,35,41.125
TBC1D22B,151.9791667,185.9375,197.9791667,92.0625,191.7291667,189.2083333,175.0625,135.6458333,159.5833333,156.2291667,191.6666667,168.625,132.7291667,263.5833333,59.16666667,183.625,0,159.0208333,108.625,428.4791667,224.5,137.2708333,58.91666667,282.2291667,372.625,793.3125,145.1458333,0,846.4583333,277.6666667,252.375,126.9791667,48.58333333,0,57.33333333,40.58333333,276.6041667,126.9791667,116.9791667
TGM7,19.75,46.9375,0,31.89583333,10.6875,0,0,0,4.875,0.6875,2.875,3.625,0,0,0,0,0,33.5,31.52083333,59.45833333,32.75,2.395833333,0,3.708333333,0,36.64583333,11.20833333,84.35416667,439.6875,6.125,0,67.25,0,0,14.8125,12.52083333,0,8.4375,20.16666667
ADGRB3,26.97916667,77.6875,112.4166667,83.77083333,30.02083333,0,32.02083333,28.20833333,34.72916667,55.64583333,151.9375,41.85416667,0,235.5,0,0,482.0833333,8.625,19.0625,166.5416667,53.08333333,15.85416667,58.91666667,109.9791667,102.8958333,222.9375,133.6458333,310.5833333,159.6041667,338.8958333,22.375,134.7916667,0,0,37.04166667,25.66666667,223.7708333,14.89583333,11.47916667
SNIP1,205.0208333,79.77083333,138.2708333,104,83.29166667,115.5416667,245.1458333,181.625,182.8333333,181.2708333,111.6875,132.4375,166.375,65.54166667,41.29166667,692.4166667,0,159.0208333,63.5,111.5833333,11.29166667,89.95833333,58.91666667,121.2291667,207.8125,679.4583333,242.0208333,29.0625,196.25,115.75,235.0833333,227.9791667,128.6041667,224.7291667,37.04166667,25.66666667,229.9166667,160.875,267.6666667
KLHL2,96.54166667,300.2708333,309.5416667,269.2708333,185.375,272.4791667,68.64583333,223.4166667,228.5416667,232.9375,240.8333333,109.4583333,120.5208333,286.3125,276.1041667,125.9166667,2748.270833,8.625,288.7291667,30.66666667,186.6041667,6.5625,0,245.0416667,339.875,346.5208333,109.8125,29.0625,0,6.125,220.6875,6.020833333,0,0,325.5416667,404.375,179.8125,23.52083333,116.9791667
DNAJA3,226.1666667,0,0,0,0,0,642.8541667,283.5625,270.3333333,174.7291667,186.5208333,271,0,0,0,0,0,0,0,321.1875,355.6666667,225.625,0,198.3333333,273.9583333,36.64583333,879.25,29.0625,57.64583333,70.375,89.33333333,199.9791667,23.5625,140.2916667,122.125,170.6458333,252.0625,94.1875,455.2916667
PRUNE,48.45833333,113.0416667,145.1875,166.5416667,202.2291667,136.5416667,318.9166667,121.2291667,148.4791667,132.2083333,117.4583333,130.375,74.22916667,437.6458333,606.3333333,189.5,156.7916667,66.54166667,310.8333333,59.45833333,169.6458333,34.0625,58.91666667,141.9166667,43.52083333,0,1.770833333,0,14.20833333,210.6458333,62.60416667,41.64583333,0,657.4166667,0,0,69.125,77.89583333,60.45833333
PTCHD4,4.395833333,0,0,8.729166667,9.25,0,12.47916667,16.33333333,14.47916667,22.47916667,24.875,27.83333333,0,0,0,0,0,0,3.8125,0,108.4791667,100.7291667,0,5.458333333,3.6875,12.95833333,25.3125,0,74.3125,18.16666667,76.58333333,165.9791667,563.1041667,0,46.97916667,74.875,16.54166667,8.4375,143.8125
SP140,164.4583333,179,0,48.27083333,0,45.75,20.10416667,77.89583333,120.625,77.95833333,62.39583333,278.1875,0,0,165.5625,0,0,103.25,3.8125,209.0416667,299.9375,813.4375,1037.6875,176.5833333,294.9375,185.3958333,463.5416667,216.4791667,176.4583333,870.9375,235.0833333,53.64583333,230.9791667,87.20833333,360.4583333,92.8125,252.0625,222.5625,129.6458333
ACTL6A,25.125,213.3958333,154.9583333,222.125,57.22916667,219.1875,161.375,173.9791667,165.5625,115.9375,193.5208333,116.1458333,85.4375,416.1666667,467.4791667,389.75,0,0,178.25,19.47916667,395.7291667,4.8125,58.91666667,61.04166667,16.89583333,5.375,25.3125,46.22916667,41.16666667,24.04166667,0,209.8333333,0,1033.5625,259.375,384.4583333,42.3125,4.541666667,8.416666667
GATA2-AS1,51.02083333,115.1458333,117.9791667,60.3125,49,27.66666667,28.04166667,34,16.5,68.97916667,68.8125,79.10416667,50.41666667,0,0,233.1875,0,49.35416667,14.08333333,402.2708333,196.25,15.85416667,0,112.875,33.52083333,100.7083333,39.47916667,14.39583333,0,31.14583333,22.375,81.52083333,0,0,149.5416667,0,11.89583333,8.4375,81.52083333
PCNT,2570.6875,1598.708333,1205.125,1429.4375,1347.916667,889.6041667,3660.583333,1564.020833,1677.791667,1897.541667,1177.1875,1776.916667,1943.0625,2135.5,345.5625,1210.875,357.3541667,1067.5625,834.1041667,2047.875,2635.8125,1541.125,361.7083333,2876.208333,1845.791667,1781.354167,1984.833333,1232.145833,159.6041667,2586.458333,756.4375,1935.645833,1527.645833,547.2708333,822.2083333,1573.479167,2656.125,2190.291667,3063.6875
C10orf53,10.6875,0,0,0,0,27.66666667,0,2.375,4.083333333,0.6875,2.875,21.5,0,65.54166667,118.7916667,0,0,0,9.979166667,5.145833333,8.895833333,8.791666667,0,0,0,5.375,1.770833333,0,0,0,0,41.64583333,0,0,7.0625,0,0,0,2.416666667
CRABP2,201.8958333,75.77083333,0,10.54166667,14.125,22.22916667,52.16666667,30.58333333,33,88.79166667,9.3125,83.10416667,15.125,0,0,0,0,0,0,0,82.3125,42.10416667,0,9.354166667,3.6875,72.70833333,4.416666667,84.35416667,0,70.375,48.41666667,134.7916667,0,517.5625,0,0,14.27083333,14.89583333,2.416666667
KCNC3,4.9375,609.3541667,714.6458333,393.8125,628.0416667,266,57.77083333,388.7916667,395.4583333,295.0833333,308.2083333,281.2083333,1115.3125,351.3958333,699.7083333,125.9166667,913.0833333,408.0416667,573.7708333,209.0416667,125.125,89.95833333,58.91666667,746.6041667,351.8541667,185.3958333,66.77083333,84.35416667,149.2083333,195.7291667,12.02083333,60.125,391.0625,360.375,466.0833333,523.8958333,408.3958333,1203.208333,549.125
NUDT16P1,0.8125,83.97916667,0,15.72916667,90.64583333,0,0,9.166666667,31.0625,20.3125,3.604166667,13.4375,0,65.54166667,0,165.1666667,0,0,3.8125,0,0,11.70833333,139.2916667,28.79166667,16.89583333,85.58333333,8.520833333,0,0,0,62.60416667,6.020833333,0,0,0,0,11.89583333,35,4.645833333
CCNB3,39.25,0,0,21.22916667,19.85416667,0,7.5625,13.75,10.04166667,6.708333333,16.4375,10.27083333,15.125,0,0,0,423.1875,0,6.625,0,59.91666667,34.0625,406.7708333,7.270833333,126.7708333,8.458333333,281.9166667,169.7708333,57.64583333,195.7291667,0,0,48.58333333,0,10.35416667,112.2708333,0,0,20.16666667
DCK,41.45833333,153.3541667,137.1458333,128.375,9.25,192.7916667,146.3333333,57.54166667,121.4583333,68.45833333,84.47916667,83.10416667,15.125,65.54166667,647.9166667,286.5208333,0,66.54166667,31.52083333,348.2708333,4.229166667,6.5625,58.91666667,74.66666667,6.666666667,204,145.1458333,64.89583333,89.95833333,195.7291667,0,87.4375,0,0,46.97916667,0,58.95833333,0,11.47916667
ADIPOQ,3982.541667,0,0,7.854166667,0,0,57.77083333,0,0,2.583333333,1.708333333,3.625,0,161.7291667,0,49.5,0,1567.25,0,166.5416667,59.91666667,15.85416667,1009.0625,7.270833333,0,8.458333333,295.0833333,0,0,791.1458333,12.02083333,0,75.625,0,57.33333333,210.0416667,7.895833333,126.9791667,225.2708333
CMIP,515.2083333,587.125,702.875,404.375,646.4375,421.25,108.0833333,414.9375,340.3541667,454.2083333,578.5208333,442.1875,940.5625,1393.666667,289.1666667,730,276.6666667,367.4583333,461.4583333,631.7291667,703.875,401.875,269.0208333,527.2083333,469.8333333,185.3958333,339.1875,216.4791667,335.3541667,425.8125,317.7916667,334.5625,205.0416667,517.5625,822.2083333,1181.729167,672.8125,613.9375,842.2291667
LINC00888,9.9375,49.125,18.875,18.89583333,39.04166667,78.625,203.2291667,32.70833333,36.25,26.25,34.75,20.47916667,50.41666667,0,0,0,0,0,31.52083333,0,74.97916667,3.520833333,474.0833333,7.270833333,126.7708333,204,6.1875,0,0,6.125,0,9.104166667,48.58333333,0,0,0,29.79166667,0,1.520833333
GOLGA6L6,109.4583333,28.91666667,0,26.58333333,9.25,27.66666667,0,6.645833333,13.54166667,8.354166667,30.25,13.4375,0,0,59.16666667,0,0,0,99.25,111.5833333,554.1875,225.625,0,5.458333333,458.2291667,8.458333333,368.1875,285.5833333,613.25,182.1666667,89.33333333,237.7083333,75.625,0,310.3958333,473.3125,6.25,8.4375,842.2291667
PLTP,526.75,194.7708333,188.7708333,139.0833333,347.1875,128,95.85416667,113.5625,102.0416667,615.8125,221.4375,380.3125,252.9583333,0,151.9375,959.8125,641.4583333,732.3125,695.5208333,375.7083333,186.6041667,290.2916667,1610.333333,168.75,304.9166667,596.9166667,98.22916667,46.22916667,106.3958333,660.5416667,441.2083333,334.5625,606.7708333,261.75,766.8333333,1291.583333,362.1041667,788.1666667,470.125
C19orf71,0.8125,12.14583333,17.64583333,3.1875,21,65.45833333,5.583333333,27.0625,19.95833333,33.89583333,9.3125,17.29166667,27.39583333,0,0,149.1041667,0,49.35416667,6.625,0,0.854166667,8.791666667,0,34.6875,33.52083333,0,0,0,0,3.75,0,284.7083333,0,0,4.604166667,0,3.375,4.541666667,1.520833333
GATAD1,492.0208333,659.7708333,436.1458333,393.8125,359.2291667,341.1666667,231.9583333,273,231.2083333,374.4166667,479.1666667,353.5,425.1458333,396.5,224.7291667,152.3541667,1294.166667,570.4791667,219,230.375,90.58333333,162.3333333,269.0208333,508.1041667,339.875,185.3958333,11.20833333,14.39583333,114.8958333,39.95833333,62.60416667,47.5625,539.3958333,1806.041667,229.5625,74.875,266,94.1875,328.5208333
ACSM1,60.97916667,56,18.875,25.1875,51.75,0,12.47916667,6.645833333,8.166666667,16.52083333,18.41666667,8.6875,39.10416667,0,0,0,0,33.5,0,0,67.6875,68.64583333,0,16.27083333,3.6875,116.2708333,415.6458333,29.0625,1018.958333,31.14583333,0,0,0,0,95.60416667,295.6458333,16.54166667,109.9375,143.8125
FAM86C1,48.45833333,16.3125,27.0625,23.89583333,34.04166667,14.89583333,10.77083333,20.95833333,32.125,27.875,37.35416667,18.8125,15.125,0,0,0,0,0,9.979166667,5.145833333,1.604166667,20.79166667,58.91666667,16.27083333,16.89583333,59.64583333,4.416666667,0,0,182.1666667,0,334.5625,0,0,0,12.52083333,3.375,4.541666667,50.25
RERG,16.9375,26.8125,169.4375,164.1041667,196.625,134.3541667,123.2083333,68.1875,71.97916667,398.625,239.3958333,208.875,252.9583333,65.54166667,72.75,764.8958333,0,121.4166667,80.95833333,509.3958333,177.9166667,655,0,83.4375,16.89583333,3.125,399.3541667,105,159.6041667,48.85416667,0,1437.395833,0,183.7291667,149.5416667,12.52083333,120.0208333,190.6666667,4.645833333
C3AR1,2.041666667,58.02083333,30.0625,8.729166667,0,24.58333333,0,10.16666667,11.75,13.22916667,8.770833333,5.25,0,0,123.8125,0,0,0,9.979166667,0,5.3125,15.85416667,0,0,0,168.7708333,0,0,0,0,205.4583333,0,0,0,14.8125,0,32.91666667,4.541666667,2.416666667
AP2A2,962.5833333,193.3541667,360.1666667,198.0625,204.875,289.1666667,342.4583333,1044.979167,1248.25,1016.333333,846.1041667,1057.1875,263.4166667,603.125,0,49.5,391.0625,290.625,257.4375,1192.104167,270.7083333,302.8958333,652.8125,1376.083333,769.0208333,2047.875,804.3333333,581.0416667,32.8125,293.125,1487.5,314.8958333,364.9583333,183.7291667,604.8333333,1146.208333,1220.541667,511.1458333,1419.958333
CLEC12B,41.45833333,0,0,1.833333333,0,0,0,12.58333333,1.1875,0,3.604166667,2.5,0,0,0,0,0,8.625,25.14583333,19.47916667,0.854166667,20.79166667,0,13.9375,0,0,1.770833333,0,0,13.29166667,0,0,0,0,7.0625,25.66666667,0,4.541666667,0
FOXO4,310.1041667,51.5,69.14583333,185.1458333,219.8333333,125.4791667,674.3541667,112.125,142,210.2916667,60.625,173.5833333,96.6875,0,224.7291667,1109.583333,297.1875,271.4166667,219,30.66666667,59.91666667,112.5208333,0,185.0625,339.875,0,19.3125,310.5833333,32.8125,59.20833333,22.375,74,48.58333333,360.375,360.4583333,230.6041667,157.1666667,63.02083333,41.125
SLC4A8,166.7083333,256.5,344.1666667,157.8125,40.1875,75.125,7.5625,422.4166667,411.5625,63.91666667,221.4375,125.2083333,96.6875,161.7291667,224.7291667,98.33333333,0,612.7916667,461.4583333,59.45833333,933,137.2708333,1283.354167,630.3333333,294.9375,1170.520833,701.2083333,126.0625,289.0833333,92.47916667,406.7708333,305.0208333,205.0416667,0,682.9166667,151.9791667,102.5,651.9166667,875
RPL13AP5,58.5,83.97916667,140.6458333,110.6875,63.625,234.8958333,268.2291667,77,133.125,77.95833333,108.2708333,97.47916667,108.9791667,0,118.7916667,129.9166667,0,0,55.20833333,0,6.916666667,124.2083333,58.91666667,9.354166667,24.375,5.375,1.770833333,0,300.1666667,6.125,117.2083333,111.4166667,23.5625,1164.479167,165.25,112.2708333,182.9791667,8.4375,0.666666667
STON1,55.91666667,139.75,89.02083333,102.3125,127.2083333,94.66666667,57.77083333,68.1875,66.20833333,287.6875,163.875,158.3125,15.125,263.5833333,248.0416667,407,0,8.625,158.3125,5.145833333,3.25,212.0416667,0,95,6.666666667,72.70833333,1.770833333,836.8333333,233.9791667,167.7708333,0,35.70833333,48.58333333,0,20.79166667,0,75.5,47.72916667,2.416666667
PINK1-AS,128.375,0,37,35.89583333,68.27083333,68.125,221.125,45.4375,64.27083333,52.875,70.85416667,70.95833333,0,0,0,92.72916667,0,531.125,31.52083333,30.66666667,14.4375,3.520833333,406.7708333,63.60416667,90.1875,0,66.77083333,46.22916667,0,70.375,102.5,0,48.58333333,0,0,132.5833333,48.89583333,14.89583333,25.60416667
