gene,Patient_AKI7,Patient_AKI1,Patient_AKI2,Patient_AKI3,Patient_AKI4,Patient_AKI5,Patient_AKI11,Patient_AKI12,Patient_AKI6,Patient_AKI9,Patient_AKI10,Patient_AKI8,Patient_AKI13,Patient_AKI14,Patient_AKI15,Patient_AKI16,Patient_AKI17,Patient_AKI18,Patient_AKI19,Patient_AKI20,Patient_AKI21,Patient_AKI22,Patient_AKI23,Patient_AKI24,Patient_AKI25,Patient_AKI26,Patient_AKI27,Patient_AKI28,Patient_AKI29,Patient_AKI30,Patient_AKI31,Patient_AKI32,Patient_AKI33,Patient_AKI34,Patient_AKI35,Patient_AKI36,Patient_AKI37,Patient_AKI38,Patient_AKI39
AATK,288.2083333,13.52083333,91.16666667,96.54166667,10.6875,16.22916667,25.35416667,17.60416667,49.39583333,30.54166667,21.72916667,19.66666667,74.22916667,136.5416667,526.75,218,0,388.0833333,288.7291667,1606.25,160.2291667,290.2916667,0,80.41666667,90.1875,301.7916667,168.75,0,233.9791667,195.7291667,913.0833333,805.0416667,283.4166667,0,165.25,251.7708333,45.33333333,143.7916667,690.0625
ATP5L,191.3125,594.9791667,961.5416667,967.9791667,388.4791667,1373.8125,1169.791667,464.0416667,761.3541667,330.3958333,424.6666667,244.7291667,481.2291667,88.85416667,118.7916667,403.2916667,0,330.1875,705.75,43.70833333,364.4166667,702,1261.25,220.625,102.8958333,27.20833333,4.416666667,193.1666667,535.8125,18.16666667,930.2916667,435.7708333,179.0625,389.125,724.4166667,384.4583333,286.2083333,175.5625,4.645833333
SUPT3H,21.4375,125.6875,214.8958333,132.3333333,71.91666667,60.72916667,63.20833333,156.4583333,83.52083333,80.79166667,148.75,119.9583333,15.125,0,0,0,0,121.4166667,99.25,5.145833333,32.75,150.3958333,0,37.27083333,54.70833333,47.375,3.0625,0,0,9.333333333,0,0,391.0625,0,109.0625,274.2083333,45.33333333,47.72916667,11.47916667
CCDC160,6,6.854166667,152.8958333,86.60416667,32.75,147.7916667,23.85416667,181.625,210.4375,56.25,158.3125,43.8125,0,0,0,0,0,8.625,71.95833333,30.66666667,0.854166667,20.79166667,0,124.0416667,54.70833333,5.375,4.416666667,262.8333333,0,81.02083333,0,0,48.58333333,0,14.8125,25.66666667,58.95833333,0,2.416666667
CBLC,9,26.8125,42.54166667,89.375,46.52083333,51.6875,0,57.54166667,22.70833333,50.97916667,15.22916667,46.33333333,188.5625,230.375,165.5625,117.7083333,0,367.4583333,38.66666667,5.145833333,177.9166667,1.354166667,269.0208333,97.625,90.1875,185.3958333,39.47916667,46.22916667,454.8541667,3.75,301.2708333,74,0,0,37.04166667,428.7083333,24.20833333,63.02083333,70.83333333
RPS6KC1,297.2708333,157.375,536.6041667,325.25,311.9166667,321.5208333,409.2083333,273,264.6666667,358.8541667,507.6041667,327.1875,361.625,97.04166667,0,664.5416667,934.6458333,19.0625,99.25,0,169.6458333,212.0416667,104.125,306.875,261.7916667,132.9375,19.3125,216.4791667,323.6875,3.75,22.375,20.83333333,0,0,14.8125,12.52083333,189.5833333,23.52083333,70.83333333
GJC2,28.91666667,0,25.95833333,5.354166667,41.39583333,0,18.5625,9.166666667,15.5,11.77083333,0.541666667,41.85416667,27.39583333,263.5833333,0,298,0,0,247.2708333,19.47916667,0,6.5625,58.91666667,40.1875,10.875,3.125,31.85416667,46.22916667,74.3125,182.1666667,102.5,9.104166667,23.5625,0,0,170.6458333,16.54166667,47.72916667,143.8125
TP53BP1,1325.729167,1243.375,1588.833333,1551.729167,996.25,1559.270833,681.5,1810.125,1564.020833,1411.354167,1536.479167,1537.8125,1227.229167,1475.958333,1026.083333,1487.5,507.6041667,884.3125,848.5208333,981.5833333,1294.979167,1033.5625,429.25,1342.5,1013.520833,770.7083333,1621.604167,240.1875,1262.208333,293.125,406.7708333,706.4583333,1507.020833,389.125,585.0833333,920.6666667,1516.166667,998.8333333,1142.375
FBXO41,73.41666667,153.3541667,17.64583333,102.3125,40.1875,75.125,0,56.47916667,41.22916667,77.25,76.625,127.5833333,200.0833333,0,1119.979167,202,156.7916667,349.5,321.8541667,321.1875,386.875,100.7291667,0,282.2291667,252.625,904.4583333,559.9166667,46.22916667,278.3958333,486.9583333,175.7708333,9.104166667,75.625,183.7291667,213.2291667,132.5833333,327.5,143.7916667,239.6875
NFATC2IP,603.9166667,388.7916667,207.1458333,269.2708333,339.0833333,223.3125,257.0208333,349.375,451.5208333,419.2291667,316.7291667,444.2916667,810.0208333,692.1875,330.8125,189.5,297.1875,388.0833333,31.52083333,230.375,413.0833333,330.0625,269.0208333,962.0208333,804.7083333,324.0625,701.2083333,520.2916667,23.9375,324,510.3958333,531.5833333,1042.583333,830.5208333,664.5416667,365.1041667,992.1458333,969.0833333,658.5625
BAX,48.45833333,100.6666667,99.0625,118.0416667,266.5625,137.4166667,52.16666667,103.3958333,91.6875,140.1875,111.0208333,112.0833333,481.2291667,150,0,315.9791667,357.3541667,33.5,71.95833333,19.47916667,125.125,432.5208333,338.7708333,215.1458333,184.3125,85.58333333,66.77083333,126.0625,114.8958333,18.16666667,301.2708333,0,230.9791667,328.6666667,180.1875,151.9791667,252.0625,344.8125,267.6666667
PP14571,9,0,0,2.791666667,9.25,0,0,2.375,0,0,11.33333333,0,0,0,0,0,0,0,19.0625,129,38.875,89.95833333,294.5,0,3.6875,116.2708333,193.2916667,169.7708333,14.20833333,48.85416667,0,95.85416667,364.9583333,0,0,132.5833333,0,14.89583333,11.47916667
PIP4K2C,84.0625,165.8333333,145.1875,317.1875,237.2291667,556.7916667,109.7083333,316.6458333,333.8125,247.4375,194.2291667,211.875,120.5208333,65.54166667,827.125,0,0,0,31.52083333,59.45833333,177.9166667,124.2083333,248.0208333,212.5208333,261.7916667,116.2708333,56.95833333,169.7708333,132.0625,59.20833333,267.1875,16.39583333,23.5625,0,28.33333333,12.52083333,279.3541667,143.7916667,25.60416667
IRS1,766.1875,380.4375,600.9791667,269.2708333,270.4375,360.1666667,1209.708333,425.8125,503.75,331.5208333,599.6875,335.8125,232.2291667,416.1666667,66.02083333,238.8541667,0,531.125,824.3541667,509.3958333,214.25,630.125,58.91666667,301.8333333,424.0833333,1231.3125,56.95833333,64.89583333,123.0625,13.29166667,102.5,191.0833333,153.6875,224.7291667,623.2708333,40.58333333,305.75,332.0416667,373.9583333
AGPAT3,629.0416667,809.5625,607.1875,587.125,2044.645833,628.4375,886.3333333,724.4166667,563.9375,643.8125,511.4166667,592.75,788.1666667,242.9583333,382.3333333,441,407.7291667,632.5208333,810.9375,375.7083333,469.4375,344.0208333,496.7291667,637.6041667,838.8541667,394.25,354.0625,105,66.08333333,367.625,595.625,118.875,582,970.9375,1282.416667,295.6458333,656.4583333,524.8541667,183.5625
HSP90B2P,30.85416667,56,122.0208333,54.375,331.0833333,132.9791667,87.27083333,110.8333333,95.60416667,115.5208333,114.3125,103.3333333,305.75,78.875,547.1041667,49.5,495.1666667,367.4583333,63.5,111.5833333,99.1875,358.375,0,203.1458333,351.8541667,0,1049.104167,395.125,254.5625,92.47916667,334.4375,0,283.4166667,450.5,14.8125,321.0416667,295.9166667,600.9791667,642.5625
GMIP,308.0416667,163.4375,113.7708333,186.7916667,58.47916667,330.9375,32.02083333,200.6666667,231.2083333,253.8333333,267.2916667,445.375,108.9791667,463.7291667,203.75,159.1458333,276.6666667,426.7291667,321.8541667,428.4791667,67.6875,508.3958333,1661.625,531.9375,469.8333333,116.2708333,590.8541667,216.4791667,535.8125,129.1666667,117.2083333,87.4375,539.3958333,140.2916667,623.2708333,750.2916667,574.625,299.2291667,519.1041667
MCM3AP,1554.291667,1085.395833,1184.645833,952.3333333,1230.75,1046.770833,932.5625,1336.8125,1082,1457.645833,1360.520833,1408.520833,1056.5625,1597.541667,526.75,1551.729167,740.6041667,612.7916667,810.9375,129,1294.979167,552.4791667,0,1368.6875,1413,1525.770833,1067.5625,486.8541667,312.2291667,870.9375,220.6875,910.4791667,933,517.5625,165.25,365.1041667,1670.645833,889.2083333,658.5625
INAFM1,125.5208333,205.3125,86.72916667,25.1875,63.625,38.95833333,56.6875,115.0416667,114.1458333,165.1666667,100.9375,91.04166667,132.7291667,361.1666667,59.16666667,369.2083333,208.2083333,141.0833333,167.75,722.625,14.4375,225.625,104.125,228.5,161.7708333,19.29166667,56.95833333,14.39583333,0,1381.583333,175.7708333,103.2916667,1068.625,224.7291667,69.45833333,230.6041667,221,851.5833333,532.4375
FBXL19-AS1,4.395833333,22.875,44.79166667,16.75,43.875,14.89583333,32.02083333,51.52083333,15.5,40.6875,41.02083333,19.66666667,176.8958333,0,0,74.52083333,318.6458333,8.625,158.3125,166.5416667,8.895833333,199,139.2916667,18.79166667,54.70833333,0,11.20833333,0,0,195.7291667,161.9583333,165.9791667,48.58333333,657.4166667,165.25,112.2708333,75.5,23.52083333,129.6458333
VWA7,18.375,0,0,0,0,0,119.3125,80.35416667,117.875,74.5625,80.75,60.89583333,0,0,0,0,0,0,0,273.3958333,11.29166667,344.0208333,449.8541667,71.83333333,3.6875,394.25,446.4375,84.35416667,957.5,612.4166667,557.5833333,191.0833333,153.6875,224.7291667,37.04166667,230.6041667,48.89583333,126.9791667,70.83333333
MEG3,1206.791667,380.4375,178.1041667,362.4583333,1812.625,54.97916667,553.4166667,200.6666667,189.5833333,1419.958333,488.6041667,490.6041667,4457.833333,2125.833333,854.7916667,2956.083333,789.8958333,2421.6875,922.7083333,1224.145833,586.2083333,1360.520833,58.91666667,622.2916667,601.6875,1525.770833,1409.458333,2279.791667,1626.6875,569.3125,370.1666667,805.0416667,1014.708333,1502.041667,585.0833333,1313.791667,1324.25,889.2083333,2128.354167
INTU,315.1458333,71.64583333,304.4166667,266,222.5625,283.6458333,123.7291667,253.8333333,228.5416667,204.875,223.5,205.4583333,166.375,209.5625,0,415.5416667,183.25,49.35416667,586.0833333,0,142.5,15.85416667,58.91666667,338.5208333,54.70833333,47.375,168.75,193.1666667,0,18.16666667,12.02083333,35.70833333,75.625,0,109.0625,25.66666667,120.0208333,63.02083333,0
SLC7A2,114.4166667,331.9791667,271.8958333,198.0625,598.7291667,132.9791667,2331.375,194.0833333,209.3541667,769.0208333,231.4166667,229.5625,210.2291667,194.125,91.83333333,787.7708333,0,388.0833333,19.0625,209.0416667,134.1458333,372.7916667,294.5,58.25,196.4166667,5.375,180.4166667,285.5833333,49.25,381.8125,76.58333333,305.0208333,75.625,87.20833333,213.2291667,57.04166667,276.6041667,77.89583333,170.0625
PPP2R1B,795.3958333,300.2708333,203.3125,230.0416667,385.4166667,256.0833333,190.2083333,286.625,144.9375,339.8125,482.0833333,276.8958333,425.1458333,273.1458333,41.29166667,186.8958333,0,141.0833333,3.8125,19.47916667,250.875,20.79166667,269.0208333,238.375,33.52083333,3.125,168.75,486.8541667,901.9375,167.7708333,0,199.9791667,179.0625,87.20833333,165.25,57.04166667,223.7708333,94.1875,70.83333333
MYL6,3143.229167,2258.291667,2128.354167,2358.833333,1301.666667,1960.875,886.3333333,1956.333333,1861.020833,2576.5,1890.645833,2449.708333,1492.3125,2241.645833,1887.854167,2533.020833,374.3125,1429.4375,3052.25,945.9583333,2241.645833,2672.083333,198.7083333,1274.395833,1013.520833,822.8541667,944.9166667,547.5833333,23.9375,1871.458333,870.9375,1730.375,1165.4375,883.1458333,1158.166667,834.2916667,1724.770833,1486.479167,941.1041667
NRCAM,88.79166667,58.02083333,572.2916667,600.4166667,573.625,272.4791667,7.5625,570.2708333,434.8125,227.7291667,284,227.6458333,96.6875,189.8958333,533.2291667,98.33333333,297.1875,426.7291667,189.5,30.66666667,99.1875,50.3125,574.4375,546.0625,54.70833333,72.70833333,66.77083333,581.0416667,186.2291667,155.3541667,0,81.52083333,0,0,57.33333333,12.52083333,96.27083333,160.875,129.6458333
MAP3K4,742.3541667,263.9166667,645.5,386.5416667,463.9166667,510.7291667,470.125,437.8125,329.2708333,499.625,492.0208333,591.6666667,469.8333333,295.9791667,199.3541667,229.7708333,374.3125,159.0208333,99.25,11.08333333,500.9375,162.3333333,169.5416667,556,339.875,85.58333333,229.4166667,1040.708333,439.6875,486.9583333,89.33333333,459.1041667,153.6875,360.375,57.33333333,57.04166667,537.8333333,222.5625,583.2708333
WRN,302.5208333,304.6041667,489.2708333,568.9375,354.5208333,505.2916667,301.8541667,395.7291667,363.0416667,464.6666667,603.6666667,428.7083333,166.375,178.9375,66.02083333,1069.6875,0,408.0416667,209.0625,59.45833333,637.6041667,290.2916667,58.91666667,251.2291667,241.0416667,241,168.75,699.1041667,517.8958333,224.0625,220.6875,552.2708333,75.625,0,245.1458333,92.8125,276.6041667,143.7916667,183.5625
NFKBID,109.4583333,58.02083333,108.1458333,51.16666667,99.54166667,23.41666667,40.45833333,85.45833333,65.16666667,72.33333333,57.6875,92.10416667,188.5625,378.375,118.7916667,129.9166667,374.3125,85.02083333,403.1666667,187.8541667,99.1875,137.2708333,0,248.1666667,126.7708333,222.9375,98.22916667,64.89583333,196.25,224.0625,132.1458333,0,48.58333333,140.2916667,28.33333333,74.875,209.1458333,35,3.416666667
POU3F3,88.79166667,1044.333333,1393.666667,1573.479167,798.0416667,1393.666667,21.29166667,2178.625,3133.416667,1222.5,1666.1875,1131.0625,1377.5625,870.6041667,1270.354167,489.2708333,1347.083333,1745.145833,2561.645833,2345.125,1003.0625,747.3958333,3195.083333,3464.5625,2771.041667,2679.395833,2912.479167,2734,159.6041667,4607.770833,4633.020833,388.7916667,1958.708333,4088.5625,3394.5625,2527,1681.333333,3367.541667,3367.541667
ERRFI1,334.3125,448.4791667,753.1666667,141.9166667,1351.458333,372,161.375,232.8541667,167.5208333,338.5208333,350.7916667,143.6875,913.7708333,156.375,759.9583333,914.3125,208.2083333,488.1458333,333.3333333,59.45833333,11.29166667,100.7291667,0,165.9791667,90.1875,19.29166667,77.04166667,240.1875,97.97916667,18.16666667,76.58333333,126.9791667,179.0625,483.8541667,376.5,12.52083333,96.27083333,299.2291667,11.47916667
IMP3,9,71.64583333,57.85416667,78.58333333,69.60416667,144.375,163.6458333,46.45833333,76.625,55.64583333,57.6875,71.875,39.10416667,0,0,0,156.7916667,0,0,148.3333333,27.125,3.520833333,0,7.270833333,3.6875,3.125,3.0625,64.89583333,254.5625,0,12.02083333,30.20833333,23.5625,0,2.75,0,11.89583333,0,0.666666667
SPEG,462.7291667,261.2916667,321.9583333,202.75,146,91.04166667,4435.395833,289.5833333,106.6875,242.7291667,105.875,332.8958333,293.8333333,5034.75,971.8958333,3955.8125,0,711.9375,969.0833333,3379.729167,740.3333333,3226.520833,2097.4375,205.9583333,1296.458333,1565.875,787.4166667,609.0833333,1018.958333,883.9166667,1464.1875,1848.729167,1797,883.1458333,180.1875,1483.270833,2424.145833,537.1458333,1924.8125
TM9SF4,353.0833333,244.8125,404.1458333,552.4791667,543.9583333,721.9375,401.5,614.9791667,613.7708333,480.2708333,539.1875,461.2916667,372.625,687,252.4583333,171.3958333,423.1875,511.9375,344.6458333,30.66666667,617.2708333,150.3958333,0,352.9583333,207.8125,36.64583333,432.7708333,216.4791667,704.6666667,644,441.2083333,835,230.9791667,224.7291667,259.375,112.2708333,359.6875,315.8125,183.5625
LYVE1,13.02083333,111.3125,13.27083333,10.54166667,51.75,40.35416667,48.20833333,26,10.04166667,163.875,22.75,36.0625,27.39583333,0,85.72916667,183.625,0,49.35416667,19.0625,59.45833333,38.875,2.395833333,0,5.458333333,43.52083333,0,25.3125,0,0,24.04166667,0,9.104166667,0,0,10.35416667,0,93.125,47.72916667,8.416666667
CTDP1,356.2708333,283.875,69.14583333,74.875,96.85416667,79.54166667,175.5625,394.6041667,432.1458333,424.6666667,298,365.6875,316.4583333,230.375,0,174.7291667,0,330.1875,0,1046.0625,451.2916667,582.1666667,0,780.375,827.4166667,150.9791667,368.1875,1001.1875,1262.208333,1358.125,175.7708333,103.2916667,888.4791667,183.7291667,507.1041667,776.2916667,603.4166667,823.875,957.5
KRAS,76.08333333,324.4791667,449.7083333,238.25,200.8333333,388.2083333,184.6875,216.1875,224.6666667,300.0625,253.6875,160.5208333,62.91666667,219.5416667,0,279.6041667,0,49.35416667,620.8541667,11.08333333,177.9166667,1.354166667,0,165.9791667,102.8958333,168.7708333,39.47916667,29.0625,74.3125,39.95833333,89.33333333,47.5625,283.4166667,183.7291667,410.2708333,0,143.4583333,14.89583333,20.16666667
ABCB9,9.9375,0,37,83.77083333,26.35416667,13.375,9.416666667,59.9375,46.58333333,49.1875,34.25,17.29166667,74.22916667,0,454.5,59.91666667,0,121.4166667,99.25,76.6875,82.3125,150.3958333,0,116.2291667,33.52083333,626.2708333,14.85416667,0,685.6458333,59.20833333,220.6875,588.0416667,0,87.20833333,196.5625,341.6666667,105.4583333,63.02083333,343.5416667
SUMO2,368.5208333,740.8541667,333.125,699.9375,259.1875,980.7916667,534.375,507.3958333,680.0416667,409.9583333,501.3333333,509.1875,316.4583333,268.4583333,266.1666667,537.4583333,0,271.4166667,979.7916667,59.45833333,458.8541667,776.0208333,139.2916667,338.5208333,273.9583333,8.458333333,6.1875,0,74.3125,6.125,12.02083333,481.5416667,75.625,0,344.3125,404.375,411.6666667,190.6666667,25.60416667
C5orf22,7.5,125.6875,207.1458333,129.8125,137.8333333,269.5416667,272.5833333,113.5625,104,78.83333333,121.5208333,68,27.39583333,106.4583333,103.0833333,0,0,0,3.8125,230.375,53.08333333,42.10416667,0,136.8333333,24.375,72.70833333,133.6458333,14.39583333,265.875,142.4166667,12.02083333,67.25,0,0,57.33333333,57.04166667,72.35416667,14.89583333,25.60416667
NFKB2,533.7083333,288,256.5,317.1875,246.8125,236.8958333,135.3333333,352.1458333,281.4166667,349.9375,399.7291667,706.4583333,403.5,559.0833333,142.7708333,616.9583333,438.4583333,1243.375,824.3541667,94.1875,177.9166667,730.8125,198.7083333,774.8958333,579.9791667,1116.5,604.1666667,935.1666667,41.16666667,324,132.1458333,209.8333333,582,601.1041667,702.875,611.3125,921.8125,851.5833333,773.3125
NFAM1,151.9791667,286.5208333,37.95833333,51.16666667,30.02083333,85.58333333,0,57.54166667,76.625,71.85416667,59.5,176.6666667,0,204.875,203.75,108.6041667,1269.333333,159.0208333,199.875,148.3333333,90.58333333,508.3958333,139.2916667,9.354166667,172.875,596.9166667,740.3333333,0,827.7083333,425.8125,35.0625,158.2083333,230.9791667,140.2916667,7.0625,74.875,93.125,143.7916667,357.7291667
SNORA52,0.8125,82.08333333,90.22916667,48.27083333,54.29166667,0,0,28.20833333,8.166666667,3,4.020833333,24.10416667,1552.645833,305.1041667,128.7083333,129.9166667,1221.604167,971.25,38.66666667,166.5416667,3.25,4.8125,223.3541667,46.04166667,16.89583333,324.0625,14.85416667,193.1666667,32.8125,92.47916667,22.375,12.64583333,256.1458333,1302.875,4.604166667,698.0208333,42.3125,143.7916667,70.83333333
CSTB,101.5,227.1458333,183.4583333,132.3333333,118.6458333,393.6041667,257.75,242.3125,254.4375,131.8958333,105.375,109.4583333,39.10416667,0,0,74.52083333,0,8.625,344.6458333,5.145833333,117.375,100.7291667,58.91666667,28.79166667,33.52083333,59.64583333,145.1458333,64.89583333,0,6.125,0,275.3958333,205.0416667,389.125,213.2291667,12.52083333,72.35416667,63.02083333,0.666666667
CHRNG,36.8125,10.41666667,0,27.95833333,0,0,54.91666667,6.645833333,1.895833333,0.6875,0.833333333,1.145833333,0,0,0,0,0,159.0208333,299.3125,230.375,0,34.0625,104.125,5.458333333,126.7708333,0,310.0625,0,244.1458333,0,0,493.8958333,0,0,325.5416667,0,0,23.52083333,282.7916667
UBXN4,1254.833333,2245.354167,1753.416667,1516.166667,1758.3125,1612.25,876.4166667,2010.541667,1632.166667,1474.125,2052.229167,1693.625,1572.125,1456.125,1705.083333,621.7916667,338.0625,798.4583333,596.9166667,129,1107.854167,595.625,169.5416667,1629.791667,2394.166667,150.9791667,1804.270833,1429.4375,106.3958333,503.0625,557.5833333,118.875,1191.3125,450.5,229.5625,999.4791667,1626.6875,1392.4375,759.3958333
CXCR5,3.979166667,0,0,3.833333333,0,0,7.5625,3.458333333,12.72916667,3.4375,7.416666667,12.8125,0,0,0,0,0,103.25,3.8125,321.1875,8.895833333,124.2083333,0,18.79166667,43.52083333,36.64583333,133.6458333,0,0,6.125,0,284.7083333,0,0,95.60416667,295.6458333,79.02083333,126.9791667,104.6666667
NSMAF,226.1666667,461.7083333,538.1666667,257.2708333,149.8333333,429.3958333,236.5416667,269.0208333,234.25,245.3333333,296.0416667,269.9791667,153.9583333,0,118.7916667,259.6458333,0,290.625,288.7291667,148.3333333,160.2291667,124.2083333,0,285.875,207.8125,132.9375,310.0625,425.375,0,31.14583333,458.0833333,53.64583333,23.5625,87.20833333,310.3958333,274.2083333,166.5416667,35,253.625
COPA,1329.375,1325.729167,1338.354167,1147.375,886.6875,1161.979167,707.4583333,1037.6875,862.4166667,1057.1875,1075.291667,897.75,928,346.7708333,1554.291667,1091.833333,357.3541667,632.5208333,167.75,348.2708333,1730.375,1480.770833,58.91666667,920.2083333,520.5416667,935.1666667,1036.291667,898.3333333,454.8541667,692.6875,220.6875,1210.875,466.8125,1247.229167,932.5625,982.5625,903.75,998.8333333,642.5625
TSPO2,0,0,0,2.3125,0,0,0,0,0,0,1.416666667,1.145833333,0,0,0,0,0,19.0625,3.8125,0,0,34.0625,104.125,7.270833333,43.52083333,36.64583333,4.416666667,84.35416667,0,0,48.41666667,0,75.625,0,69.45833333,0,0,109.9375,0
LCK,164.4583333,46.9375,15.0625,40.97916667,0,17.5625,0,20.95833333,56.75,49.1875,20.52083333,225,143.5833333,230.375,0,0,276.6666667,290.625,881.5833333,296.4791667,74.97916667,89.95833333,449.8541667,248.1666667,219.5833333,132.9375,4.416666667,29.0625,265.875,18.16666667,62.60416667,0,0,224.7291667,466.0833333,0,229.9166667,14.89583333,143.8125
SCRN1,422.4166667,454.5,858.2916667,1324.25,280.875,664.2291667,91.70833333,726.2083333,769.625,547.1041667,687,439.4166667,85.4375,0,705.9375,577.9375,423.1875,103.25,99.25,43.70833333,1266.5,150.3958333,0,421.7083333,172.875,904.4583333,324.6666667,364.5208333,1117,324,89.33333333,977.8333333,391.0625,183.7291667,565.8541667,210.0416667,217.5208333,222.5625,253.625
